
Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative,
287543.00,80.80,4.00,81.18,0.00,
287593.00,80.76,4.00,81.09,-0.00,
287642.00,81.09,4.00,80.94,0.00,
287691.00,81.09,4.00,80.95,0.00,
287740.00,80.40,4.00,80.83,-0.00,
287789.00,80.25,4.00,80.72,-0.00,
287841.00,80.25,4.00,80.62,0.00,
287891.00,80.54,4.00,80.51,0.00,
287940.00,80.14,4.00,80.32,0.00,
287989.00,80.28,4.00,80.29,-0.00,
288038.00,80.28,4.00,80.30,0.00,
288087.00,80.39,4.00,80.33,-0.00,
288137.00,80.32,4.00,80.28,0.00,
288187.00,80.32,4.00,80.32,-0.00,
288236.00,80.50,4.00,80.36,0.00,
288285.00,80.43,4.00,80.39,0.00,
288334.00,79.95,4.00,80.30,-0.00,
288383.00,79.95,4.00,80.23,-0.00,
288432.00,80.24,4.00,80.22,0.00,
288481.00,80.46,4.00,80.21,0.00,
288531.00,80.46,4.00,80.21,-0.00,
288589.00,80.57,4.00,80.34,-0.00,
288638.00,80.21,4.00,80.39,0.00,
288686.00,80.72,4.00,80.49,-0.00,
288735.00,80.72,4.00,80.54,0.00,
288785.00,80.65,4.00,80.57,-0.00,
288834.00,80.33,4.00,80.53,-0.00,
288883.00,80.33,4.00,80.55,-0.00,
288932.00,80.40,4.00,80.48,0.00,
288981.00,79.96,4.00,80.33,0.00,
289030.00,80.25,4.00,80.25,-0.00,
289079.00,80.25,4.00,80.24,0.00,
289129.00,79.89,4.00,80.15,-0.00,
289178.00,78.95,4.00,79.86,-0.00,
289227.00,78.95,4.00,79.66,-0.00,
289276.00,79.21,4.00,79.45,0.00,
289328.00,78.85,4.00,79.17,0.00,
289377.00,78.88,4.00,78.97,-0.00,
289427.00,78.88,4.00,78.95,0.00,
289475.00,78.59,4.00,78.88,-0.00,
289524.00,78.26,4.00,78.69,-0.00,
289573.00,78.26,4.00,78.57,-0.00,
289622.00,78.22,4.00,78.44,0.00,
289671.00,77.86,4.00,78.24,-0.00,
289721.00,78.19,4.00,78.16,-0.00,
289770.00,78.15,4.00,78.14,0.00,
289819.00,78.23,4.00,78.13,-0.00,
289868.00,78.41,4.00,78.17,0.00,
289917.00,78.41,4.00,78.28,0.00,
289966.00,77.39,4.00,78.12,-0.00,
290015.00,78.11,4.00,78.11,-0.00,
290073.00,78.22,4.00,78.11,0.00,
290122.00,78.22,4.00,78.07,-0.00,
290172.00,78.40,4.00,78.07,-0.00,
290221.00,78.69,4.00,78.33,0.00,
290270.00,78.69,4.00,78.44,0.00,
290320.00,79.78,4.00,78.75,-0.00,
290369.00,78.76,4.00,78.86,0.00,
290418.00,78.36,4.00,78.86,-0.00,
290467.00,78.36,4.00,78.79,0.00,
290516.00,78.87,4.00,78.83,0.00,
290565.00,78.87,4.00,78.65,0.00,
290614.00,78.87,4.00,78.67,-0.00,
290664.00,78.51,4.00,78.70,0.00,
290713.00,78.40,4.00,78.70,-0.00,
290762.00,78.07,4.00,78.54,0.00,
290814.00,78.11,4.00,78.39,-0.00,
290863.00,77.96,4.00,78.21,0.00,
290912.00,78.76,4.00,78.26,-0.00,
290962.00,78.76,4.00,78.33,0.00,
291011.00,78.00,4.00,78.32,-0.00,
291060.00,77.56,4.00,78.21,-0.00,
291110.00,77.67,4.00,78.15,0.00,
291159.00,77.67,4.00,77.93,0.00,
291208.00,76.80,4.00,77.54,-0.00,
291258.00,77.16,4.00,77.37,-0.00,
291307.00,77.16,4.00,77.29,0.00,
291356.00,77.93,4.00,77.34,-0.00,
291405.00,77.17,4.00,77.24,0.00,
291454.00,77.17,4.00,77.32,-0.00,
291506.00,77.50,4.00,77.39,0.00,
291561.00,76.85,4.00,77.32,0.00,
291610.00,76.05,4.00,76.95,-0.00,
291660.00,76.05,4.00,76.72,-0.00,
291709.00,77.29,4.00,76.75,0.00,
291758.00,76.90,4.00,76.63,0.00,
291807.00,75.69,4.00,76.40,-0.00,
291857.00,75.69,4.00,76.33,-0.00,
291906.00,76.53,4.00,76.42,0.00,
291955.00,77.16,4.00,76.40,0.00,
292004.00,77.16,4.00,76.45,-0.00,
292053.00,77.63,4.00,76.83,-0.00,
292102.00,77.05,4.00,77.10,0.00,
292151.00,77.49,4.00,77.30,-0.00,
292201.00,77.49,4.00,77.36,0.00,
292253.00,77.20,4.00,77.37,-0.00,
292302.00,77.38,4.00,77.32,-0.00,
292351.00,77.38,4.00,77.39,0.00,
292400.00,76.84,4.00,77.26,-0.00,
292449.00,76.80,4.00,77.12,-0.00,
292499.00,76.58,4.00,77.00,0.00,
292548.00,76.58,4.00,76.84,-0.00,
292597.00,75.97,4.00,76.56,0.00,
292646.00,76.80,4.00,76.55,-0.00,
292695.00,76.80,4.00,76.55,0.00,
292744.00,76.55,4.00,76.54,-0.00,
292794.00,76.22,4.00,76.47,-0.00,
292844.00,76.22,4.00,76.52,-0.00,
292893.00,76.66,4.00,76.49,0.00,
292942.00,76.95,4.00,76.52,0.00,
292993.00,76.25,4.00,76.46,-0.00,
293049.00,76.25,4.00,76.47,-0.00,
293098.00,76.25,4.00,76.47,0.00,
293147.00,76.84,4.00,76.51,-0.00,
293196.00,75.78,4.00,76.27,0.00,
293246.00,75.78,4.00,76.18,-0.00,
293295.00,75.49,4.00,76.03,0.00,
293344.00,75.35,4.00,75.85,-0.00,
293394.00,75.35,4.00,75.55,0.00,
293443.00,75.56,4.00,75.51,0.00,
293492.00,75.35,4.00,75.42,0.00,
293541.00,75.49,4.00,75.42,-0.00,
293590.00,75.49,4.00,75.45,0.00,
293639.00,75.12,4.00,75.40,-0.00,
293689.00,75.31,4.00,75.35,-0.00,
293741.00,75.31,4.00,75.34,0.00,
293790.00,75.09,4.00,75.26,-0.00,
293839.00,75.23,4.00,75.21,-0.00,
293888.00,76.21,4.00,75.43,0.00,
293937.00,76.21,4.00,75.61,0.00,
293987.00,75.82,4.00,75.71,-0.00,
294037.00,76.04,4.00,75.90,-0.00,
294086.00,76.04,4.00,76.06,0.00,
294135.00,75.49,4.00,75.92,-0.00,
294184.00,75.96,4.00,75.87,-0.00,
294233.00,75.96,4.00,75.90,0.00,
294282.00,74.62,4.00,75.61,-0.00,
294332.00,74.00,4.00,75.21,-0.00,
294381.00,74.18,4.00,74.95,0.00,
294430.00,74.18,4.00,74.59,0.00,
294482.00,75.35,4.00,74.47,-0.00,
294536.00,74.55,4.00,74.45,0.00,
294586.00,74.98,4.00,74.65,-0.00,
294635.00,74.98,4.00,74.81,0.00,
294684.00,74.84,4.00,74.94,-0.00,
294733.00,73.79,4.00,74.63,-0.00,
294782.00,73.79,4.00,74.48,-0.00,
294831.00,73.09,4.00,74.10,0.00,
294880.00,72.70,4.00,73.64,-0.00,
294930.00,71.82,4.00,73.04,0.00,
294979.00,71.82,4.00,72.64,-0.00,
295028.00,71.68,4.00,72.22,0.00,
295076.00,71.83,4.00,71.97,-0.00,
295125.00,71.83,4.00,71.80,0.00,
295174.00,70.56,4.00,71.54,-0.00,
295227.00,71.65,4.00,71.51,-0.00,
295276.00,71.65,4.00,71.50,0.00,
295325.00,71.65,4.00,71.47,-0.00,
295374.00,70.85,4.00,71.27,0.00,
295423.00,71.11,4.00,71.38,-0.00,
295472.00,71.11,4.00,71.27,0.00,
295521.00,70.09,4.00,70.96,-0.00,
295571.00,70.49,4.00,70.73,-0.00,
295620.00,70.49,4.00,70.66,0.00,
295669.00,71.00,4.00,70.63,-0.00,
295718.00,71.80,4.00,70.77,0.00,
295766.00,71.29,4.00,71.01,0.00,
295815.00,71.29,4.00,71.17,-0.00,
295865.00,69.43,4.00,70.96,0.00,
295917.00,70.05,4.00,70.77,-0.00,
295966.00,70.05,4.00,70.42,0.00,
296020.00,69.65,4.00,70.09,-0.00,
296070.00,69.07,4.00,69.65,-0.00,
296119.00,69.10,4.00,69.58,-0.00,
296169.00,69.10,4.00,69.40,0.00,
296218.00,68.89,4.00,69.16,-0.00,
296267.00,69.46,4.00,69.12,-0.00,
296316.00,69.46,4.00,69.20,0.00,
296365.00,69.54,4.00,69.29,-0.00,
296414.00,68.81,4.00,69.23,0.00,
296464.00,69.24,4.00,69.30,-0.00,
296513.00,69.24,4.00,69.26,0.00,
296562.00,68.91,4.00,69.15,-0.00,
296612.00,68.18,4.00,68.88,-0.00,
296663.00,67.31,4.00,68.58,-0.00,
296712.00,67.42,4.00,68.21,-0.00,
296763.00,68.18,4.00,68.00,0.00,
296812.00,67.27,4.00,67.67,0.00,
296861.00,67.27,4.00,67.49,-0.00,
296910.00,67.74,4.00,67.58,0.00,
296959.00,66.47,4.00,67.39,0.00,
297008.00,66.47,4.00,67.05,-0.00,
297057.00,66.73,4.00,66.94,0.00,
297107.00,66.48,4.00,66.78,0.00,
297156.00,65.86,4.00,66.40,-0.00,
297205.00,65.86,4.00,66.28,-0.00,
297254.00,65.57,4.00,66.10,0.00,
297303.00,67.50,4.00,66.25,-0.00,
297352.00,67.50,4.00,66.46,0.00,
297405.00,66.50,4.00,66.59,-0.00,
297454.00,67.27,4.00,66.87,-0.00,
297508.00,66.80,4.00,67.11,0.00,
297558.00,66.80,4.00,66.97,-0.00,
297607.00,66.04,4.00,66.68,0.00,
297657.00,65.03,4.00,66.39,-0.00,
297706.00,67.75,4.00,66.48,-0.00,
297755.00,67.86,4.00,66.70,0.00,
297804.00,67.36,4.00,66.81,-0.00,
297853.00,67.50,4.00,67.10,-0.00,
297902.00,67.50,4.00,67.60,0.00,
297951.00,65.80,4.00,67.20,-0.00,
298001.00,65.98,4.00,66.83,-0.00,
298050.00,65.98,4.00,66.55,0.00,
298099.00,65.90,4.00,66.23,-0.00,
298151.00,64.63,4.00,65.66,-0.00,
298200.00,63.87,4.00,65.27,-0.00,
298249.00,63.87,4.00,64.85,0.00,
298299.00,64.27,4.00,64.51,0.00,
298348.00,64.31,4.00,64.19,0.00,
298397.00,64.31,4.00,64.12,-0.00,
298446.00,64.45,4.00,64.24,-0.00,
298495.00,65.18,4.00,64.50,0.00,
298544.00,64.46,4.00,64.54,0.00,
298593.00,64.46,4.00,64.57,-0.00,
298643.00,64.46,4.00,64.60,0.00,
298692.00,64.27,4.00,64.57,0.00,
298741.00,64.27,4.00,64.39,-0.00,
298791.00,64.71,4.00,64.44,0.00,
298840.00,63.88,4.00,64.32,0.00,
298891.00,63.59,4.00,64.15,-0.00,
298941.00,63.59,4.00,64.01,0.00,
298995.00,64.39,4.00,64.03,0.00,
299104.00,63.30,4.00,63.75,0.00,
299154.00,63.30,4.00,63.63,-0.00,
299203.00,63.55,4.00,63.62,0.00,
299252.00,63.59,4.00,63.62,0.00,
299302.00,63.59,4.00,63.46,-0.00,
299351.00,62.68,4.00,63.34,-0.00,
299400.00,63.48,4.00,63.38,-0.00,
299450.00,63.11,4.00,63.29,0.00,
299499.00,63.11,4.00,63.19,-0.00,
299548.00,62.75,4.00,63.03,0.00,
299597.00,62.57,4.00,63.00,-0.00,
299646.00,62.57,4.00,62.82,0.00,
299693.00,62.24,4.00,62.65,0.00,
299742.00,62.64,4.00,62.55,-0.00,
299792.00,61.40,4.00,62.28,0.00,
299841.00,61.40,4.00,62.05,-0.00,
299890.00,61.84,4.00,61.90,0.00,
299939.00,62.39,4.00,61.93,0.00,
299988.00,62.39,4.00,61.88,0.00,
300037.00,62.86,4.00,62.17,-0.00,
300087.00,61.08,4.00,62.11,0.00,
300137.00,60.76,4.00,61.89,-0.00,
300186.00,60.76,4.00,61.57,0.00,
300235.00,61.26,4.00,61.34,0.00,
300284.00,60.61,4.00,60.89,0.00,
300333.00,60.61,4.00,60.80,-0.00,
300384.00,61.77,4.00,61.00,0.00,
300434.00,59.63,4.00,60.78,0.00,
300483.00,59.96,4.00,60.52,-0.00,
300532.00,60.03,4.00,60.40,0.00,
300581.00,60.00,4.00,60.28,-0.00,
300635.00,59.45,4.00,59.81,-0.00,
300684.00,59.45,4.00,59.78,-0.00,
300734.00,59.12,4.00,59.61,0.00,
300783.00,59.56,4.00,59.52,-0.00,
300832.00,59.35,4.00,59.39,0.00,
300881.00,59.35,4.00,59.37,-0.00,
300930.00,58.91,4.00,59.26,0.00,
300979.00,59.20,4.00,59.27,-0.00,
301029.00,59.20,4.00,59.20,0.00,
301078.00,58.73,4.00,59.08,-0.00,
301130.00,58.80,4.00,58.97,-0.00,
301179.00,58.65,4.00,58.91,0.00,
301228.00,58.65,4.00,58.81,-0.00,
301277.00,58.54,4.00,58.67,0.00,
301326.00,58.58,4.00,58.64,-0.00,
301375.00,58.58,4.00,58.60,0.00,
301424.00,57.92,4.00,58.45,-0.00,
301473.00,58.83,4.00,58.49,-0.00,
301522.00,58.83,4.00,58.55,0.00,
301571.00,57.92,4.00,58.42,-0.00,
301620.00,57.78,4.00,58.26,-0.00,
301670.00,57.96,4.00,58.27,0.00,
301719.00,57.96,4.00,58.09,0.00,
301768.00,57.45,4.00,57.81,-0.00,
301817.00,57.08,4.00,57.65,-0.00,
301869.00,57.08,4.00,57.51,0.00,
301918.00,56.72,4.00,57.26,0.00,
301968.00,56.22,4.00,56.91,-0.00,
302017.00,56.47,4.00,56.72,-0.00,
302066.00,56.47,4.00,56.59,0.00,
302120.00,56.04,4.00,56.38,-0.00,
302170.00,55.78,4.00,56.20,-0.00,
302219.00,55.42,4.00,56.04,0.00,
302269.00,55.42,4.00,55.83,-0.00,
302318.00,56.26,4.00,55.78,0.00,
302367.00,55.57,4.00,55.69,0.00,
302416.00,55.57,4.00,55.65,-0.00,
302465.00,55.86,4.00,55.73,0.00,
302514.00,55.17,4.00,55.68,0.00,
302564.00,55.17,4.00,55.47,-0.00,
302616.00,55.61,4.00,55.47,0.00,
302665.00,54.63,4.00,55.29,0.00,
302714.00,54.48,4.00,55.01,-0.00,
302763.00,54.48,4.00,54.87,0.00,
302812.00,54.51,4.00,54.74,0.00,
302862.00,55.10,4.00,54.64,0.00,
302911.00,55.10,4.00,54.73,0.00,
302961.00,55.68,4.00,54.97,-0.00,
303010.00,55.53,4.00,55.18,0.00,
303059.00,55.64,4.00,55.41,-0.00,
303108.00,55.64,4.00,55.52,0.00,
303157.00,54.51,4.00,55.40,-0.00,
303207.00,54.74,4.00,55.21,-0.00,
303256.00,54.74,4.00,55.05,0.00,
303305.00,54.74,4.00,54.87,-0.00,
303357.00,54.41,4.00,54.63,0.00,
303406.00,54.67,4.00,54.66,-0.00,
303455.00,54.67,4.00,54.64,0.00,
303505.00,54.74,4.00,54.65,-0.00,
303554.00,53.87,4.00,54.47,0.00,
303608.00,53.87,4.00,54.36,-0.00,
303658.00,53.87,4.00,54.20,0.00,
303707.00,52.60,4.00,53.79,0.00,
303756.00,52.67,4.00,53.38,-0.00,
303806.00,52.67,4.00,53.14,0.00,
303855.00,52.17,4.00,52.80,-0.00,
303904.00,52.13,4.00,52.45,-0.00,
303953.00,52.13,4.00,52.36,0.00,
304002.00,52.57,4.00,52.33,0.00,
304051.00,52.06,4.00,52.21,0.00,
304104.00,52.13,4.00,52.20,-0.00,
304153.00,52.13,4.00,52.21,0.00,
304202.00,52.54,4.00,52.29,-0.00,
304251.00,51.81,4.00,52.14,0.00,
304300.00,51.81,4.00,52.09,-0.00,
304349.00,52.18,4.00,52.09,0.00,
304399.00,51.85,4.00,52.04,0.00,
304448.00,52.10,4.00,51.95,-0.00,
304498.00,52.10,4.00,52.01,0.00,
304547.00,51.78,4.00,52.00,-0.00,
304596.00,51.92,4.00,51.95,-0.00,
304645.00,51.92,4.00,51.97,0.00,
304694.00,51.85,4.00,51.92,-0.00,
304744.00,51.92,4.00,51.88,-0.00,
304796.00,52.36,4.00,51.99,0.00,
304845.00,52.36,4.00,52.08,0.00,
304894.00,51.92,4.00,52.08,-0.00,
304943.00,52.29,4.00,52.17,-0.00,
304992.00,52.29,4.00,52.24,0.00,
305042.00,51.85,4.00,52.14,-0.00,
305096.00,51.74,4.00,52.02,-0.00,
305146.00,51.49,4.00,51.93,0.00,
305195.00,51.49,4.00,51.77,-0.00,
305244.00,51.20,4.00,51.55,0.00,
305294.00,51.20,4.00,51.42,-0.00,
305343.00,51.20,4.00,51.31,0.00,
305392.00,51.12,4.00,51.24,0.00,
305441.00,51.27,4.00,51.20,-0.00,
305490.00,50.76,4.00,51.11,0.00,
305542.00,50.76,4.00,51.02,-0.00,
305591.00,50.83,4.00,50.95,0.00,
305641.00,49.82,2.00,50.69,0.00,
305690.00,49.82,2.00,50.40,-0.00,
305740.00,50.04,4.00,50.25,0.00,
305789.00,50.04,4.00,50.11,0.00,
305838.00,49.78,2.00,49.90,-0.00,
305887.00,49.78,2.00,49.89,-0.00,
305937.00,49.71,2.00,49.87,0.00,
305986.00,49.35,2.00,49.73,-0.00,
306035.00,49.35,2.00,49.59,-0.00,
306084.00,49.13,2.00,49.46,0.00,
306134.00,48.80,2.00,49.27,-0.00,
306183.00,48.92,2.00,49.11,-0.00,
306233.00,48.92,2.00,49.02,0.00,
306285.00,48.37,2.00,48.83,-0.00,
306334.00,48.88,2.00,48.78,-0.00,
306383.00,48.88,2.00,48.79,0.00,
306432.00,48.98,2.00,48.81,-0.00,
306481.00,49.35,2.00,48.89,0.00,
306531.00,48.69,2.00,48.96,0.00,
306585.00,48.69,2.00,48.92,-0.00,
306634.00,49.42,2.00,49.03,0.00,
306683.00,49.16,2.00,49.06,0.00,
306732.00,49.06,2.00,49.00,-0.00,
306781.00,49.02,2.00,49.07,0.00,
306831.00,48.51,2.00,49.03,0.00,
306880.00,48.80,2.00,48.91,-0.00,
306929.00,48.80,2.00,48.84,0.00,
306978.00,48.07,2.00,48.64,-0.00,
307030.00,47.93,2.00,48.42,-0.00,
307079.00,47.93,2.00,48.31,0.00,
307129.00,47.64,2.00,48.07,0.00,
307178.00,47.78,2.00,47.87,-0.00,
307227.00,47.42,2.00,47.74,0.00,
307276.00,47.42,2.00,47.64,-0.00,
307325.00,48.04,2.00,47.66,0.00,
307374.00,47.42,2.00,47.62,0.00,
307423.00,47.42,2.00,47.54,-0.00,
307473.00,48.00,2.00,47.66,0.00,
307522.00,46.40,2.00,47.46,0.00,
307571.00,47.53,2.00,47.35,-0.00,
307620.00,47.53,2.00,47.38,0.00,
307669.00,47.13,2.00,47.32,-0.00,
307718.00,47.64,2.00,47.25,-0.00,
307770.00,47.64,2.00,47.49,0.00,
307820.00,46.55,2.00,47.30,-0.00,
307869.00,46.81,2.00,47.15,-0.00,
307918.00,46.52,2.00,47.03,0.00,
307967.00,46.52,2.00,46.81,-0.00,
308016.00,46.52,2.00,46.59,0.00,
308065.00,46.49,2.00,46.57,0.00,
308120.00,46.49,2.00,46.51,-0.00,
308170.00,45.61,2.00,46.33,0.00,
308219.00,46.19,2.00,46.26,-0.00,
308268.00,46.12,2.00,46.18,0.00,
308317.00,46.12,2.00,46.11,-0.00,
308368.00,45.79,2.00,45.97,0.00,
308417.00,45.87,2.00,46.02,-0.00,
308466.00,45.87,2.00,45.96,0.00,
308518.00,45.58,2.00,45.85,-0.00,
308567.00,45.83,2.00,45.79,-0.00,
308616.00,47.10,2.00,46.05,0.00,
308666.00,47.10,2.00,46.29,0.00,
308715.00,45.90,2.00,46.30,-0.00,
308764.00,45.79,2.00,46.34,-0.00,
308813.00,45.79,2.00,46.33,0.00,
308862.00,45.86,2.00,46.09,0.00,
308911.00,45.28,2.00,45.72,0.00,
308961.00,44.95,2.00,45.54,-0.00,
309011.00,44.95,2.00,45.37,0.00,
309060.00,44.81,2.00,45.17,0.00,
309109.00,44.26,2.00,44.85,-0.00,
309158.00,44.26,2.00,44.65,-0.00,
309207.00,43.86,2.00,44.43,0.00,
309259.00,43.68,2.00,44.18,-0.00,
309309.00,43.68,2.00,43.95,0.00,
309358.00,43.68,2.00,43.83,0.00,
309407.00,43.79,2.00,43.74,0.00,
309456.00,44.26,2.00,43.82,0.00,
309505.00,44.26,2.00,43.93,0.00,
309554.00,43.32,2.00,43.86,-0.00,
309610.00,43.03,2.00,43.73,-0.00,
309659.00,43.07,2.00,43.59,0.00,
309709.00,43.07,2.00,43.35,0.00,
309758.00,43.10,2.00,43.12,-0.00,
309807.00,43.03,2.00,43.06,0.00,
309856.00,43.03,2.00,43.06,-0.00,
309906.00,42.81,2.00,43.01,0.00,
309958.00,42.45,2.00,42.89,-0.00,
310007.00,43.07,2.00,42.88,-0.00,
310056.00,43.07,2.00,42.89,0.00,
310105.00,42.81,2.00,42.84,-0.00,
310154.00,42.77,2.00,42.84,-0.00,
310204.00,42.77,2.00,42.90,0.00,
310253.00,42.70,2.00,42.83,0.00,
310302.00,43.28,2.00,42.87,-0.00,
310351.00,41.94,2.00,42.69,0.00,
310400.00,41.94,2.00,42.53,-0.00,
310450.00,42.89,2.00,42.55,0.00,
310500.00,41.98,2.00,42.41,0.00,
310549.00,41.98,2.00,42.14,-0.00,
310598.00,41.58,2.00,42.07,0.00,
310647.00,42.01,2.00,42.09,-0.00,
310699.00,42.56,2.00,42.02,0.00,
310748.00,42.56,2.00,42.14,0.00,
310798.00,42.34,2.00,42.21,-0.00,
310847.00,41.26,2.00,42.15,-0.00,
310896.00,41.26,2.00,42.00,-0.00,
310945.00,40.49,2.00,41.58,0.00,
310994.00,40.90,2.00,41.25,-0.00,
311044.00,40.68,2.00,40.92,0.00,
311099.00,40.68,2.00,40.80,-0.00,
311148.00,40.10,2.00,40.57,0.00,
311197.00,39.59,2.00,40.39,-0.00,
311247.00,38.50,2.00,39.91,0.00,
311296.00,38.50,2.00,39.47,-0.00,
311345.00,38.68,2.00,39.08,0.00,
311395.00,39.92,2.00,39.04,0.00,
311447.00,39.92,2.00,39.11,0.00,
311496.00,39.16,2.00,39.24,-0.00,
311545.00,39.27,2.00,39.39,-0.00,
311594.00,39.85,2.00,39.62,0.00,
311643.00,39.85,2.00,39.61,0.00,
311692.00,39.13,2.00,39.45,-0.00,
311742.00,38.80,2.00,39.38,-0.00,
311792.00,38.80,2.00,39.29,0.00,
311841.00,38.58,2.00,39.03,0.00,
311890.00,38.62,2.00,38.79,-0.00,
311939.00,38.62,2.00,38.68,0.00,
311988.00,40.07,2.00,38.94,-0.00,
312038.00,40.94,2.00,39.37,0.00,
312087.00,39.20,2.00,39.49,-0.00,
312136.00,39.20,2.00,39.61,-0.00,
312188.00,39.31,2.00,39.74,0.00,
312237.00,38.62,2.00,39.45,0.00,
312286.00,38.62,2.00,38.99,-0.00,
312336.00,38.26,2.00,38.80,0.00,
312385.00,38.22,2.00,38.61,-0.00,
312434.00,37.97,2.00,38.34,0.00,
312483.00,37.97,2.00,38.21,-0.00,
312532.00,38.01,2.00,38.09,0.00,
312586.00,37.82,2.00,38.00,0.00,
312637.00,37.97,2.00,37.95,-0.00,
312686.00,37.97,2.00,37.95,0.00,
312735.00,37.93,2.00,37.94,-0.00,
312784.00,36.55,2.00,37.65,-0.00,
312833.00,36.55,2.00,37.40,-0.00,
312882.00,37.53,2.00,37.31,0.00,
312935.00,37.72,2.00,37.26,0.00,
312984.00,37.68,2.00,37.21,-0.00,
313033.00,37.68,2.00,37.43,-0.00,
313082.00,36.41,2.00,37.40,0.00,
313131.00,36.59,2.00,37.21,-0.00,
313180.00,36.59,2.00,36.99,0.00,
313230.00,36.52,2.00,36.76,-0.00,
313279.00,37.10,2.00,36.64,-0.00,
313328.00,37.10,2.00,36.78,0.00,
313377.00,37.83,2.00,37.03,-0.00,
313426.00,37.32,2.00,37.18,0.00,
313475.00,39.03,2.00,37.68,-0.00,
313524.00,39.03,2.00,38.06,0.00,
313574.00,38.12,2.00,38.27,-0.00,
313623.00,37.61,2.00,38.22,-0.00,
313674.00,37.61,2.00,38.28,0.00,
313723.00,38.12,2.00,38.10,0.00,
313773.00,38.23,2.00,37.94,0.00,
313822.00,38.44,2.00,38.00,-0.00,
313872.00,38.44,2.00,38.17,0.00,
313921.00,38.66,2.00,38.38,-0.00,
313970.00,38.37,2.00,38.43,0.00,
314019.00,38.37,2.00,38.46,-0.00,
314073.00,38.04,2.00,38.38,0.00,
314123.00,38.37,2.00,38.36,-0.00,
314173.00,38.33,2.00,38.30,0.00,
314222.00,38.33,2.00,38.29,-0.00,
314272.00,38.91,2.00,38.40,0.00,
314321.00,38.99,2.00,38.59,0.00,
314370.00,38.99,2.00,38.71,-0.00,
314422.00,38.73,2.00,38.79,-0.00,
314472.00,38.45,2.00,38.82,-0.00,
314521.00,38.30,2.00,38.69,-0.00,
314570.00,38.30,2.00,38.55,0.00,
314619.00,39.17,2.00,38.59,0.00,
314668.00,38.34,2.00,38.51,0.00,
314717.00,38.34,2.00,38.49,-0.00,
314767.00,38.81,2.00,38.59,0.00,
314817.00,37.97,2.00,38.53,0.00,
314866.00,38.99,2.00,38.49,-0.00,
314915.00,38.99,2.00,38.62,0.00,
314964.00,39.13,2.00,38.78,-0.00,
315013.00,38.66,2.00,38.75,0.00,
315062.00,38.66,2.00,38.89,-0.00,
315115.00,38.70,2.00,38.83,0.00,
315164.00,38.59,2.00,38.75,0.00,
315213.00,38.04,2.00,38.53,-0.00,
315262.00,38.04,2.00,38.41,-0.00,
315311.00,38.26,2.00,38.33,0.00,
315361.00,37.07,2.00,38.00,0.00,
315411.00,37.07,2.00,37.70,-0.00,
315460.00,37.97,2.00,37.68,0.00,
315509.00,37.65,2.00,37.60,0.00,
315563.00,37.64,2.00,37.48,-0.00,
315613.00,37.64,2.00,37.59,0.00,
315663.00,37.83,2.00,37.75,0.00,
315712.00,37.68,2.00,37.69,0.00,
315761.00,37.65,2.00,37.69,-0.00,
315810.00,37.65,2.00,37.69,0.00,
315862.00,37.50,2.00,37.66,0.00,
315911.00,38.33,2.00,37.76,-0.00,
315961.00,38.33,2.00,37.89,0.00,
316010.00,38.73,2.00,38.11,-0.00,
316059.00,38.12,2.00,38.20,0.00,
316108.00,38.48,2.00,38.40,-0.00,
316158.00,38.48,2.00,38.43,0.00,
316207.00,38.63,2.00,38.49,-0.00,
316256.00,38.23,2.00,38.39,0.00,
316306.00,38.23,2.00,38.41,-0.00,
316355.00,39.03,2.00,38.52,0.00,
316404.00,37.91,2.00,38.40,0.00,
316453.00,37.91,2.00,38.26,-0.00,
316502.00,37.76,2.00,38.17,0.00,
316551.00,37.98,2.00,38.12,-0.00,
316604.00,37.87,2.00,37.89,0.00,
316653.00,37.87,2.00,37.88,-0.00,
316703.00,37.48,2.00,37.79,0.00,
316752.00,37.41,2.00,37.72,-0.00,
316801.00,37.30,2.00,37.59,0.00,
316850.00,37.33,2.00,37.48,-0.00,
316900.00,37.59,2.00,37.42,0.00,
316949.00,36.98,2.00,37.32,0.00,
316998.00,36.98,2.00,37.24,-0.00,
317053.00,37.30,2.00,37.24,0.00,
317102.00,36.54,2.00,37.08,0.00,
317151.00,37.09,2.00,36.98,-0.00,
317202.00,37.09,2.00,37.00,0.00,
317251.00,37.45,2.00,37.10,-0.00,
317300.00,36.65,2.00,36.97,0.00,
317352.00,36.65,2.00,36.99,-0.00,
317401.00,37.74,2.00,37.12,0.00,
317450.00,38.32,2.00,37.37,0.00,
317500.00,37.85,2.00,37.44,-0.00,
317549.00,37.85,2.00,37.68,-0.00,
317598.00,37.60,2.00,37.87,0.00,
317647.00,37.60,2.00,37.84,-0.00,
317696.00,37.60,2.00,37.70,0.00,
317746.00,36.83,2.00,37.49,0.00,
317796.00,37.23,2.00,37.37,-0.00,
317845.00,37.38,2.00,37.33,0.00,
317894.00,37.38,2.00,37.28,-0.00,
317943.00,37.31,2.00,37.23,-0.00,
317992.00,36.40,2.00,37.14,-0.00,
318041.00,36.40,2.00,36.97,-0.00,
318094.00,36.69,2.00,36.84,0.00,
318143.00,36.51,2.00,36.66,0.00,
318192.00,36.51,2.00,36.50,-0.00,
318241.00,36.51,2.00,36.52,0.00,
318290.00,36.22,2.00,36.49,0.00,
