Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative
138272,147.66,4,147.35,0
138321,148.11,4,147.66,0
138370,148.43,4,147.79,0
138420,148.43,4,148,0
138470,148.43,4,148.21,0
138519,148.51,4,148.38,0
138569,148.76,4,148.51,0
138618,148.76,4,148.58,0
138667,148.4,4,148.57,0
138717,148.4,4,148.56,0
138767,148.4,4,148.54,0
138816,148.58,4,148.51,0
138866,148.44,4,148.44,0
138915,149.31,4,148.62,0
138967,149.38,4,148.82,0
139016,149.13,4,148.97,0
139072,149.46,4,149.14,0
139121,149.46,4,149.35,0
139171,149.53,4,149.39,0
139220,149.57,4,149.43,0
139269,149.53,4,149.51,0
139318,149.53,4,149.52,0
139368,149.71,4,149.57,0
139418,150.07,4,149.68,0
139467,150.07,4,149.78,0
139516,150.11,4,149.9,0
139565,149.74,4,149.94,0
139614,150.95,4,150.19,0
139675,150.95,4,150.36,0
139724,150.55,4,150.46,0
139774,150.51,4,150.54,0
139823,150.21,4,150.63,0
139872,150.21,4,150.49,0
139922,150.18,4,150.33,0
139972,149.49,4,150.12,0
140021,149.49,4,149.91,0
140070,149.92,4,149.86,0
140119,149.45,4,149.7,0
140168,149.12,4,149.49,0
140219,149.12,4,149.42,0
140268,149.63,4,149.45,0
140317,149.37,4,149.34,0
140369,149.37,4,149.32,0
140418,148.68,4,149.24,0
140468,149.12,4,149.24,0
140524,149.41,4,149.19,0
140573,149.41,4,149.2,0
140623,149.19,4,149.16,0
140672,149.08,4,149.24,0
140721,148.39,4,149.1,0
140772,148.39,4,148.89,0
140821,148.72,4,148.75,0
140870,148.82,4,148.68,0
140920,148.82,4,148.63,0
140969,148.79,4,148.71,0
141019,148.98,4,148.83,0
141072,149.44,4,148.97,0
141121,149.44,4,149.1,0
141170,149.63,4,149.26,0
141220,149.3,4,149.36,0
141269,149.3,4,149.42,0
141318,149,4,149.33,0
141369,149.88,4,149.42,0
141418,149.91,4,149.48,0
141467,149.91,4,149.6,0
141517,150.24,4,149.79,0
141566,149.73,4,149.93,0
141615,149.73,4,149.9,0
141665,150.06,4,149.93,0
141715,149.73,4,149.89,0
141767,150.02,4,149.85,0
141817,150.02,4,149.91,0
141866,149.65,4,149.89,0
141915,149.51,4,149.78,0
141966,149.51,4,149.74,0
142021,149.83,4,149.7,0
142070,149.4,4,149.58,0
142119,149.65,4,149.58,0
142169,149.65,4,149.61,0
142218,148.04,4,149.32,0
142268,148.92,4,149.13,0
142318,148.92,4,149.04,0
142367,148.92,4,148.89,0
142416,148.41,4,148.64,0
142468,148.88,4,148.81,0
142518,148.88,4,148.8,0
142568,148.96,4,148.81,0
142617,148.49,4,148.72,0
142667,148.12,4,148.67,0
142716,148.12,4,148.51,0
142765,148.85,4,148.51,0
142815,148.96,4,148.51,0
142865,148.96,4,148.6,0
142914,148.81,4,148.74,0
142964,149.62,4,149.04,0
143013,149.36,4,149.14,0
143062,149.36,4,149.22,0
143112,149.14,4,149.26,0
143165,149.68,4,149.43,0
143214,149.68,4,149.44,0
143264,149.53,4,149.48,0
143313,149.61,4,149.53,0
143362,150.41,4,149.78,0
143412,150.41,4,149.93,0
143462,149.83,4,149.96,0
143517,149.28,4,149.91,0
143567,149.28,4,149.84,0
143616,149.72,4,149.7,0
143665,149.28,4,149.48,0
143716,149.13,4,149.34,0
143765,149.13,4,149.31,0
143814,148.91,4,149.23,0
143866,149.31,4,149.15,0
143916,148.73,4,149.04,0
143965,148.73,4,148.96,0
144015,149.42,4,149.02,0
144065,149.09,4,149.06,0
144114,149.09,4,149.01,0
144163,148.36,4,148.94,0
144213,148.7,4,148.93,0
144262,148.8,4,148.81,0
144311,148.8,4,148.75,0
144362,148.62,4,148.66,0
144411,148.4,4,148.66,0
144461,148.4,4,148.6,0
144510,149.14,4,148.67,0
144562,149.1,4,148.73,0
144612,148.99,4,148.8,0
144661,148.99,4,148.92,0
144710,149.13,4,149.07,0
144760,148.84,4,149.01,0
144809,148.84,4,148.95,0
144858,148.69,4,148.89,0
144907,148.91,4,148.88,0
144958,149.64,4,148.98,0
145012,149.64,4,149.14,0
145061,149.74,4,149.32,0
145111,149.78,4,149.54,0
145160,149.78,4,149.72,0
145210,149.56,4,149.7,0
145262,149.56,4,149.68,0
145311,149.77,4,149.69,0
145360,149.77,4,149.69,0
145410,149.55,4,149.64,0
145459,149.08,4,149.55,0
145509,149.08,4,149.45,0
145558,149.63,4,149.42,0
145608,148.86,4,149.24,0
145657,148.67,4,149.06,0
145706,148.67,4,148.98,0
145755,148.82,4,148.93,0
145804,149.33,4,148.87,0
145855,149.33,4,148.97,0
145904,149.3,4,149.09,0
145956,149.44,4,149.25,0
146005,149.19,4,149.32,0
146055,149.19,4,149.29,0
146105,149.33,4,149.29,0
146154,149.08,4,149.25,0
146204,149.08,4,149.18,0
146253,148.82,4,149.1,0
146302,148.98,4,149.06,0
146352,148.68,4,148.93,0
146401,148.68,4,148.85,0
146451,149.22,4,148.88,0
146505,149.41,4,148.99,0
146556,149,4,149,0
146605,149,4,149.06,0
146657,149.26,4,149.18,0
146707,149.84,4,149.3,0
146757,149.84,4,149.39,0
146806,150.17,4,149.62,0
146855,150.06,4,149.84,0
146905,150.72,4,150.13,0
146954,150.72,4,150.3,0
147004,150.24,4,150.38,0
147054,150.39,4,150.42,0
147103,150.39,4,150.49,0
147153,149.8,4,150.31,0
147202,149.98,4,150.16,0
147251,149.36,4,149.98,0
147302,149.36,4,149.78,0
147354,150.02,4,149.7,0
147403,150.13,4,149.77,0
147452,150.13,4,149.8,0
147502,149.87,4,149.9,0
147551,149.4,4,149.91,0
147601,149.54,4,149.81,0
147651,149.54,4,149.69,0
147700,149.17,4,149.5,0
147749,148.99,4,149.33,0
147799,148.99,4,149.25,0
147848,148.37,4,149.01,0
147898,149.24,4,148.95,0
147948,149.58,4,149.03,0
148002,149.58,4,149.15,0
148055,149.32,4,149.22,0
148104,149.14,4,149.37,0
148155,149.21,4,149.36,0
148204,149.21,4,149.29,0
148253,149.1,4,149.2,0
148303,149.91,4,149.31,0
148352,149.91,4,149.47,0
148401,149.79,4,149.58,0
148452,150.45,4,149.83,0
148501,149.79,4,149.97,0
148550,149.79,4,149.94,0
148600,150.59,4,150.08,0
148649,150.7,4,150.26,0
148698,150.7,4,150.31,0
148751,150.37,4,150.43,0
148801,150.73,4,150.62,0
148850,150.22,4,150.54,0
148899,150.22,4,150.45,0
148949,149.85,4,150.28,0
148998,149.63,4,150.13,0
149049,149.63,4,149.91,0
149098,149.01,4,149.67,0
149147,150.37,4,149.7,0
149197,149.6,4,149.65,0
149246,149.6,4,149.64,0
149295,149.63,4,149.64,0
149345,149.52,4,149.74,0
149395,149.52,4,149.57,0
149447,149.41,4,149.54,0
149502,149.85,4,149.59,0
149551,149.6,4,149.58,0
149601,149.6,4,149.6,0
149651,149.89,4,149.67,0
149700,149.31,4,149.65,0
149750,149.85,4,149.65,0
149799,149.85,4,149.7,0
149848,150.37,4,149.85,0
149898,149.71,4,149.82,0
149948,149.71,4,149.9,0
149997,149.45,4,149.82,0
150047,149.96,4,149.84,0
150096,149.89,4,149.75,0
150146,149.89,4,149.78,0
150193,149.33,4,149.71,0
150243,149.55,4,149.73,0
150292,149.55,4,149.64,0
150341,150.61,4,149.79,0
150391,151.05,4,150.02,0
150440,151.05,4,150.37,0
150489,149.96,4,150.45,0
150538,150.25,4,150.59,0
150588,149.66,4,150.39,0
150638,149.66,4,150.12,0
150687,149.66,4,149.84,0
150736,150.43,4,149.93,0
150785,150.43,4,149.97,0
150834,150.06,4,150.05,0
150887,149.99,4,150.11,0
150937,149.41,4,150.06,0
150986,149.41,4,149.86,0
151041,150.14,4,149.8,0
151090,149.51,4,149.69,0
151140,150.35,4,149.76,0
151189,150.35,4,149.95,0
151239,149.41,4,149.95,0
151288,149.59,4,149.84,0
151337,149.59,4,149.86,0
151386,149.48,4,149.68,0
151436,149.19,4,149.45,0
151486,149.55,4,149.48,0
151535,149.55,4,149.47,0
151582,149.22,4,149.4,0
151632,149.63,4,149.43,0
151681,149.63,4,149.52,0
151730,149.77,4,149.56,0
151781,148.97,4,149.45,0
151830,148.97,4,149.4,0
151880,149.04,4,149.28,0
151929,150.28,4,149.41,0
151978,149.92,4,149.44,0
152028,149.92,4,149.63,0
152078,149.77,4,149.78,0
152127,149.84,4,149.95,0
152177,149.84,4,149.86,0
152226,149.84,4,149.84,0
152278,150.21,4,149.9,0
152327,150.61,4,150.07,0
152378,150.61,4,150.22,0
152427,149.95,4,150.24,0
152477,149.99,4,150.27,0
152531,150.06,4,150.24,0
152581,150.06,4,150.13,0
152630,150.2,4,150.05,0
152681,149.84,4,150.03,0
152730,149.84,4,150,0
152779,150.09,4,150.01,0
152829,149.73,4,149.94,0
152878,150.05,4,149.91,0
152927,150.05,4,149.95,0
152980,149.65,4,149.91,0
153030,149.65,4,149.83,0
153079,149.65,4,149.81,0
153128,149.94,4,149.79,0
153178,149.84,4,149.75,0
153227,149.76,4,149.77,0
153277,149.76,4,149.79,0
153327,149.62,4,149.78,0
153376,149.88,4,149.77,0
153425,149.88,4,149.78,0
153475,149.69,4,149.77,0
153524,149.33,4,149.68,0
153574,149.99,4,149.75,0
153624,149.99,4,149.77,0
153676,149.62,4,149.72,0
153725,150.13,4,149.81,0
153775,149.54,4,149.85,0
153824,149.54,4,149.77,0
153874,150.13,4,149.79,0
153924,149.87,4,149.84,0
153973,149.87,4,149.79,0
154027,150.09,4,149.9,0
154077,150.41,4,150.07,0
154128,150.12,4,150.07,0
154177,150.12,4,150.12,0
154226,150.38,4,150.22,0
154276,149.97,4,150.2,0
154325,149.97,4,150.11,0
154377,150.67,4,150.22,0
154427,149.9,4,150.18,0
154477,150.01,4,150.1,0
154526,150.01,4,150.11,0
154575,150.38,4,150.19,0
154625,150.12,4,150.08,0
154674,150.12,4,150.13,0
154724,149.79,4,150.08,0
154774,150.08,4,150.1,0
154823,150.38,4,150.1,0
154872,150.38,4,150.15,0
154922,149.86,4,150.1,0
154971,149.57,4,150.05,0
155020,149.57,4,149.95,0
155074,149.06,4,149.69,0
155123,149.46,4,149.5,0
155172,148.8,4,149.29,0
155222,148.8,4,149.14,0
155271,149.97,4,149.22,0
155321,149.68,4,149.34,0
155370,149.68,4,149.39,0
155420,150.01,4,149.63,0
155469,150.41,4,149.95,0
155523,149.68,4,149.89,0
155574,149.68,4,149.89,0
155624,149.31,4,149.82,0
155673,149.82,4,149.78,0
155723,150.33,4,149.77,0
155775,150.33,4,149.9,0
155824,149.93,4,149.95,0
155873,149.82,4,150.05,0
155923,149.82,4,150.05,0
155973,151.1,4,150.2,0
156022,150.95,4,150.32,0
156071,150.25,4,150.39,0
156120,150.25,4,150.47,0
156169,150.36,4,150.58,0
156220,149.26,4,150.22,0
156269,149.26,4,149.88,0
156318,150.18,4,149.86,0
156367,150.32,4,149.88,0
156416,150.29,4,149.86,0
156469,150.29,4,150.07,0
156519,150.03,4,150.22,0
156568,150.18,4,150.22,0
156617,150.18,4,150.19,0
156666,149.99,4,150.13,0
156716,150.29,4,150.13,0
156765,150.03,4,150.13,0
156815,150.03,4,150.1,0
156864,149.26,4,149.92,0
156914,150.03,4,149.93,0
156963,150.03,4,149.88,0
157012,150.03,4,149.88,0
157067,149.41,4,149.75,0
157117,149.74,4,149.85,0
157169,149.74,4,149.79,0
157219,150,4,149.79,0
157268,149.78,4,149.73,0
157317,150.18,4,149.89,0
157367,150.18,4,149.97,0
157417,150.1,4,150.05,0
157466,150.17,4,150.08,0
157516,150.17,4,150.16,0
157565,151.02,4,150.33,0
157614,149.95,4,150.28,0
157664,150.35,4,150.33,0
157714,150.35,4,150.37,0
157763,149.66,4,150.27,0
157813,150.46,4,150.15,0
157865,150.46,4,150.26,0
157914,150.28,4,150.24,0
157964,149.95,4,150.16,0
158014,150.28,4,150.28,0
158063,150.28,4,150.25,0
158113,149.95,4,150.15,0
158162,149.62,4,150.01,0
158211,149.62,4,149.95,0
158261,149.07,4,149.71,0
158311,149.58,4,149.57,0
158360,150.17,4,149.61,0
158410,150.17,4,149.72,0
158459,149.62,4,149.72,0
158509,150.17,4,149.94,0
158567,149.66,4,149.96,0
158617,149.66,4,149.85,0
158666,149.18,4,149.66,0
158715,149.29,4,149.59,0
158765,149.29,4,149.42,0
158814,149.7,4,149.42,0
158864,149.7,4,149.43,0
158914,149.88,4,149.57,0
158963,149.88,4,149.69,0
159012,149.74,4,149.78,0
159062,149.08,4,149.65,0
159111,149.08,4,149.53,0
159161,150.35,4,149.62,0
159211,150.17,4,149.68,0
159263,150.13,4,149.76,0
159312,150.13,4,149.97,0
159361,150.35,4,150.23,0
159411,149.91,4,150.14,0
159461,149.91,4,150.09,0
159510,150.9,4,150.24,0
159560,150.83,4,150.38,0
159609,150.86,4,150.48,0
159658,150.86,4,150.67,0
159708,149.98,4,150.69,0
159758,149.98,4,150.5,0
159807,149.98,4,150.34,0
159857,150.16,4,150.2,0
159906,149.98,4,150.02,0
159958,149.8,4,149.98,0
160012,149.8,4,149.95,0
160064,150.05,4,149.96,0
160113,150.24,4,149.97,0
160162,150.02,4,149.98,0
160211,150.09,4,150.04,0
160261,149.83,4,150.05,0
160310,149.32,4,149.9,0
160360,149.32,4,149.71,0
160410,150.16,4,149.74,0
160459,149.95,4,149.72,0
160509,149.95,4,149.74,0
160558,149.58,4,149.79,0
160607,149.77,4,149.88,0
160660,149.51,4,149.75,0
160710,149.51,4,149.66,0
160759,149.66,4,149.6,0
160808,148.89,4,149.47,0
160858,148.59,4,149.23,0
160907,148.59,4,149.05,0
160957,148.89,4,148.92,0
161007,149.55,4,148.9,0
161056,149.55,4,149.03,0
161105,150.09,4,149.33,0
161155,150.71,4,149.76,0
161204,149.39,4,149.86,0
161254,149.39,4,149.83,0
161304,150.05,4,149.93,0
161356,150.71,4,150.05,0
161405,150.71,4,150.05,0
161454,149.5,4,150.07,0
161509,149.39,4,150.07,0
161559,149.72,4,150.01,0
161608,149.72,4,149.81,0
161658,150.09,4,149.68,0
161707,150.05,4,149.79,0
161756,150.05,4,149.92,0
161806,149.87,4,149.95,0
161856,149.75,4,149.96,0
161905,149.5,4,149.84,0
161954,149.5,4,149.73,0
162003,149.79,4,149.68,0
162055,149.61,4,149.63,0
162105,149.61,4,149.6,0
162155,148.62,4,149.42,0
162204,148.44,4,149.21,0
162253,149.35,4,149.12,0
162302,149.35,4,149.07,0
162352,149.54,4,149.06,0
162401,148.77,4,149.09,0
162451,148.77,4,149.16,0
162500,149.46,4,149.18,0
162550,149.03,4,149.11,0
162599,149.39,4,149.08,0
162648,149.39,4,149.21,0
162697,148.88,4,149.23,0
162750,150.05,4,149.35,0
162799,150.05,4,149.55,0
162849,149.75,4,149.62,0
162898,149.72,4,149.69,0
162947,149.31,4,149.78,0
162997,149.31,4,149.63,0
163053,149.46,4,149.51,0
163102,149.49,4,149.46,0
163152,149.71,4,149.46,0
163201,149.71,4,149.54,0
163250,149.6,4,149.6,0
163301,149.35,4,149.57,0
163350,149.35,4,149.54,0
163399,150.11,4,149.62,0
163452,148.94,4,149.47,0
163501,149.01,4,149.35,0
163550,149.01,4,149.29,0
163601,149.75,4,149.37,0
163650,149.45,4,149.23,0
163699,149.45,4,149.34,0
163749,149.27,4,149.39,0
163798,148.94,4,149.37,0
163848,149.05,4,149.23,0
163898,149.05,4,149.15,0
163948,149.52,4,149.17,0
163997,149.97,4,149.31,0
164046,149.97,4,149.51,0
164096,148.98,4,149.5,0
164148,149.13,4,149.51,0
164198,149.17,4,149.44,0
164248,149.17,4,149.28,0
164297,149.13,4,149.11,0
164346,149.28,4,149.17,0
164396,149.28,4,149.2,0
164445,148,4,148.97,0
164495,148.33,4,148.8,0
164551,148.69,4,148.71,0
164600,148.69,4,148.6,0
164649,148.84,4,148.51,0
164699,149.27,4,148.76,0
164748,148.61,4,148.82,0
164798,148.61,4,148.8,0
164850,149.6,4,148.99,0
164899,149.23,4,149.07,0
164949,149.23,4,149.06,0
164998,148.91,4,149.12,0
165047,148.06,4,149.01,0
165098,148.39,4,148.77,0
165147,148.39,4,148.6,0
165196,148.79,4,148.51,0
165246,148.57,4,148.44,0
165295,148.57,4,148.54,0
165344,148.54,4,148.57,0
165395,148.24,4,148.54,0
165444,148.02,4,148.39,0
165493,148.02,4,148.28,0
165545,148.54,4,148.27,0
165595,147.73,4,148.11,0
165644,147.73,4,148.01,0
165695,147.29,4,147.86,0
165744,147.73,4,147.8,0
165793,147.47,4,147.59,0
165843,147.47,4,147.54,0
165892,147.4,4,147.47,0
165941,147.4,4,147.5,0
165992,147.4,4,147.43,0
166047,146.93,4,147.32,0
166096,146.78,4,147.18,0
166145,146.71,4,147.05,0
166195,146.71,4,146.91,0
166248,147.33,4,146.89,0
166297,147.3,4,146.97,0
166346,146.64,4,146.94,0
166396,146.64,4,146.92,0
166445,147.51,4,147.08,0
166494,147.11,4,147.04,0
166545,147.11,4,147,0
166594,146.48,4,146.97,0
166643,146.85,4,147.01,0
166693,147.22,4,146.95,0
166742,147.22,4,146.97,0
166792,146.66,4,146.89,0
166842,146.22,4,146.83,0
166891,146.22,4,146.71,0
166943,146.92,4,146.65,0
166992,146.12,4,146.43,0
167042,145.79,4,146.25,0
167091,145.79,4,146.17,0
167141,144.87,4,145.9,0
167190,145.09,4,145.53,0
167239,145.09,4,145.33,0
167289,144.58,4,145.09,0
167338,144.47,4,144.82,0
167387,144.18,4,144.68,0
167436,144.18,4,144.5,0
167487,143.78,4,144.24,0
167541,143.45,4,144.01,0
167591,143.45,4,143.8,0
167643,144.22,4,143.81,0
167692,143.6,4,143.7,0
167742,142.72,4,143.49,0
167791,142.72,4,143.34,0
167840,142.8,4,143.21,0
167890,142.83,4,142.93,0
167939,142.1,4,142.63,0
167988,142.1,4,142.51,0
168038,142.76,4,142.52,0
168088,142.58,4,142.47,0
168137,142.58,4,142.42,0
168186,142.32,4,142.47,0
168235,142.53,4,142.55,0
168284,142.53,4,142.51,0
168337,142.31,4,142.46,0
168387,142.46,4,142.43,0
168436,142.24,4,142.42,0
168485,142.24,4,142.36,0
168535,142.39,4,142.33,0
168584,141.44,4,142.15,0
168635,141.47,4,141.95,0
168684,141.47,4,141.8,0
168733,141.44,4,141.64,0
168783,140.81,4,141.33,0
168832,140.81,4,141.2,0
168881,140.74,4,141.05,0
168932,141.29,4,141.02,0
168981,140.67,4,140.86,0
169039,140.67,4,140.83,0
169088,140.08,4,140.69,0
169137,139.72,4,140.48,0
169188,139.72,4,140.17,0
169237,140.15,4,140.07,0
169287,139.9,4,139.91,0
169336,140.53,4,140,0
169385,140.53,4,140.16,0
169435,139.69,4,140.16,0
169484,139.76,4,140.08,0
169534,139.76,4,140.05,0
169584,139.36,4,139.82,0
169633,139,4,139.52,0
169682,139.22,4,139.42,0
169734,139.22,4,139.31,0
169785,139.33,4,139.22,0
169834,138.63,4,139.08,0
169911,138.96,4,139.07,0
169962,138.84,4,139,0
170011,138.84,4,138.92,0
170060,138.88,4,138.83,0
170110,138.55,4,138.82,0
170159,138.55,4,138.73,0
170208,138.65,4,138.7,0
170259,138.8,4,138.69,0
170308,137.78,4,138.47,0
170357,137.78,4,138.31,0
170407,138.29,4,138.26,0
170456,137.85,4,138.1,0
170508,137.81,4,137.9,0
170564,137.81,4,137.91,0
170613,137.45,4,137.84,0
170663,137.38,4,137.66,0
170712,137.38,4,137.57,0
170761,136.58,4,137.32,0
170812,136.76,4,137.11,0
170861,136.83,4,136.98,0
170910,136.83,4,136.88,0
170960,136.25,4,136.65,0
171009,136.07,4,136.55,0
171058,136.07,4,136.41,0
171109,136.58,4,136.36,0
171158,135.7,4,136.13,0
171210,135.56,4,135.99,0
171259,135.56,4,135.89,0
171309,135.6,4,135.8,0
171358,135.42,4,135.57,0
171408,135.42,4,135.51,0
171458,134.72,4,135.34,0
171507,135.02,4,135.23,0
171556,135.16,4,135.15,0
171606,135.16,4,135.1,0
171655,134.61,4,134.93,0
171706,134.57,4,134.9,0
171755,134.57,4,134.82,0
171804,134.68,4,134.72,0
171854,134.32,4,134.55,0
171906,135.19,4,134.67,0
171955,135.19,4,134.79,0
172005,134.28,4,134.73,0
172061,134.39,4,134.68,0
172110,134.32,4,134.67,0
172159,134.32,4,134.5,0
172209,134.32,4,134.32,0
172259,133.99,4,134.26,0
172308,133.99,4,134.18,0
172358,133.26,4,133.97,0
172407,133.07,4,133.72,0
172456,133.26,4,133.51,0
172506,133.26,4,133.37,0
172555,133.11,4,133.19,0
172608,133.07,4,133.15,0
172657,133.07,4,133.15,0
172706,133.04,4,133.11,0
172756,132.71,4,133,0
172805,133.18,4,133.01,0
172854,133.18,4,133.04,0
172904,131.94,4,132.81,0
172954,132.75,4,132.75,0
173003,132.75,4,132.76,0
173052,132.27,4,132.58,0
173101,131.83,4,132.31,0
173151,131.9,4,132.3,0
173201,131.9,4,132.13,0
173250,131.06,4,131.79,0
173302,131.28,4,131.6,0
173351,131.28,4,131.49,0
173400,132.09,4,131.52,0
173449,131.76,4,131.49,0
173500,131.28,4,131.54,0
173554,131.28,4,131.54,0
173604,131.72,4,131.62,0
173653,131.5,4,131.51,0
173702,131.68,4,131.49,0
173753,131.68,4,131.57,0
173802,132.52,4,131.82,0
173851,131.93,4,131.86,0
173900,131.93,4,131.95,0
173949,131.86,4,131.98,0
174001,131.06,4,131.86,0
174052,130.58,4,131.47,0
174101,130.58,4,131.2,0
174150,131.21,4,131.06,0
174200,130.88,4,130.86,0
174249,130.88,4,130.82,0
174298,130.47,4,130.8,0
174348,129.74,4,130.63,0
174398,130.58,4,130.51,0
174447,130.58,4,130.45,0
174497,130.47,4,130.37,0
174546,130.15,4,130.3,0
174595,130.15,4,130.38,0
174645,129.89,4,130.25,0
174698,129.53,4,130.04,0
174747,129.06,4,129.75,0
174797,129.06,4,129.54,0
174846,129.24,4,129.35,0
174895,129.09,4,129.19,0
174945,129.09,4,129.11,0
174995,129.24,4,129.14,0
175049,129.28,4,129.19,0
175099,128.83,4,129.11,0
175149,128.83,4,129.05,0
175198,129.46,4,129.13,0
175249,129.53,4,129.19,0
175298,130.41,4,129.41,0
175347,130.48,4,129.74,0
175399,129.96,4,129.97,0
175449,130.33,4,130.14,0
175498,130.33,4,130.3,0
175548,129.41,4,130.1,0
175598,129.96,4,130,0
175647,129.92,4,129.99,0
175696,129.92,4,129.91,0
175746,130.54,4,129.95,0
175795,129.23,4,129.91,0
175845,129.23,4,129.77,0
175895,129.23,4,129.63,0
175944,130.25,4,129.69,0
175993,129.74,4,129.53,0
176043,129.74,4,129.63,0
176095,129.48,4,129.69,0
176145,129.45,4,129.73,0
176194,129.45,4,129.57,0
176244,129.99,4,129.62,0
176293,129.26,4,129.53,0
176342,129.23,4,129.47,0
176392,129.23,4,129.43,0
176442,128.97,4,129.34,0
176491,129.74,4,129.28,0
176545,129.74,4,129.38,0
176596,129.26,4,129.39,0
176645,129.34,4,129.41,0
176694,129.12,4,129.44,0
176745,129.12,4,129.32,0
176797,129.23,4,129.22,0
176846,129.41,4,129.25,0
176895,129.7,4,129.32,0
176945,129.7,4,129.43,0
176995,129.41,4,129.49,0
177044,130.21,4,129.69,0
177094,130.21,4,129.85,0
177143,130.17,4,129.94,0
177192,130.47,4,130.09,0
177242,130.32,4,130.28,0
177291,130.32,4,130.3,0
177342,130.98,4,130.45,0
177391,130.32,4,130.48,0
177440,130.32,4,130.45,0
177492,129.99,4,130.38,0
177542,130.79,4,130.48,0
177591,130.9,4,130.46,0
177641,130.9,4,130.58,0
177691,130.02,4,130.52,0
177740,130.43,4,130.61,0
177789,130.43,4,130.54,0
177839,129.62,4,130.28,0
177888,130.43,4,130.19,0
177939,129.92,4,130.17,0
177988,129.92,4,130.06,0
178042,130.36,4,130.05,0
178092,129.55,4,130.03,0
178142,129.55,4,129.86,0
178195,129.85,4,129.84,0
178244,129.92,4,129.84,0
178293,130.36,4,129.85,0
178342,130.36,4,130.01,0
178392,129.92,4,130.08,0
178441,130.29,4,130.17,0
178491,129.74,4,130.13,0
178540,129.77,4,130.02,0
178590,129.81,4,129.91,0
178639,129.48,4,129.82,0
178688,129.48,4,129.66,0
178737,130.54,4,129.82,0
178787,130.76,4,130.01,0
178837,130.76,4,130.2,0
178889,130.21,4,130.35,0
178938,130.79,4,130.61,0
178987,130.75,4,130.65,0
179036,130.75,4,130.65,0
179087,130.79,4,130.66,0
179136,130.43,4,130.7,0
179185,130.53,4,130.65,0
179234,130.61,4,130.62,0
179283,130.39,4,130.55,0
179333,130.1,4,130.41,0
179382,130.1,4,130.34,0
179432,130.57,4,130.35,0
179481,130.28,4,130.29,0
179531,130.28,4,130.27,0
179588,130.24,4,130.29,0
179638,129.69,4,130.21,0
179688,130.39,4,130.18,0
179737,130.39,4,130.2,0
179787,130.46,4,130.23,0
179836,130.64,4,130.31,0
179885,130.17,4,130.41,0
179935,130.17,4,130.37,0
179985,129.87,4,130.26,0
180034,130.06,4,130.18,0
180084,130.06,4,130.07,0
180133,130.36,4,130.1,0
180182,130.06,4,130.08,0
180232,129,4,129.91,0
180285,129,4,129.7,0
180334,129.3,4,129.55,0
180383,130.17,4,129.51,0
180433,130.17,4,129.53,0
180482,130.36,4,129.8,0
180531,129.69,4,129.94,0
180582,130.24,4,130.13,0
180631,130.24,4,130.14,0
180680,129.91,4,130.09,0
180730,130.5,4,130.12,0
180779,130.5,4,130.28,0
180828,129.8,4,130.19,0
180879,130.06,4,130.15,0
180928,130.16,4,130.2,0
180980,130.16,4,130.14,0
181034,130.24,4,130.09,0
181085,130.68,4,130.26,0
181135,130.5,4,130.35,0
181184,130.5,4,130.41,0
181233,130.57,4,130.5,0
181283,129.62,4,130.37,0
181332,129.62,4,130.16,0
181381,129.76,4,130.01,0
181431,129.9,4,129.89,0
181481,129.58,4,129.69,0
181530,129.58,4,129.69,0
181580,129.25,4,129.61,0
181629,129.69,4,129.6,0
181681,129.69,4,129.56,0
181731,129.87,4,129.62,0
181781,130.86,4,129.87,0
181830,130.75,4,130.17,0
181879,130.75,4,130.39,0
181929,130.06,4,130.46,0
181978,130.32,4,130.55,0
182027,130.32,4,130.44,0
182078,130.02,4,130.29,0
182127,130.21,4,130.18,0
182176,130.17,4,130.21,0
182226,130.17,4,130.18,0
182275,130.2,4,130.15,0
182324,130.86,4,130.32,0
182377,130.86,4,130.45,0
182427,130.16,4,130.45,0
182476,130.6,4,130.54,0
182530,131.22,4,130.74,0
182580,131.22,4,130.81,0
182631,130.82,4,130.8,0
182680,130.78,4,130.93,0
182729,130.34,4,130.88,0
182779,130.34,4,130.7,0
182828,129.83,4,130.42,0
182877,129.5,4,130.16,0
182928,129.5,4,129.9,0
182977,130.38,4,129.91,0
183026,130.34,4,129.91,0
183078,130.12,4,129.97,0
183128,130.12,4,130.09,0
183177,130.3,4,130.25,0
183228,129.72,4,130.12,0
183277,129.72,4,130,0
183326,129.58,4,129.89,0
183376,129.72,4,129.81,0
183425,130.27,4,129.8,0
183474,130.27,4,129.91,0
183525,129.83,4,129.93,0
183574,129.95,4,130.01,0
183623,129.95,4,130.05,0
183673,129.9,4,129.98,0
183722,129.73,4,129.87,0
183774,129.33,4,129.77,0
183824,129.33,4,129.65,0
183873,130.16,4,129.69,0
183923,130.13,4,129.73,0
183972,130.13,4,129.81,0
184026,129.69,4,129.89,0
184076,130.28,4,130.08,0
184126,130.12,4,130.07,0
184175,130.12,4,130.07,0
184225,130.92,4,130.23,0
184274,130.63,4,130.42,0
184323,130.45,4,130.45,0
184372,130.45,4,130.52,0
184423,131.18,4,130.73,0
184482,130.81,4,130.7,0
184531,130.56,4,130.69,0
184581,130.56,4,130.71,0
184630,130.7,4,130.76,0
184680,130.04,4,130.53,0
184729,130.04,4,130.38,0
